customer_id,total_orders,avg_order_value,pct_hot_bev,pct_cold_bev,pct_snacks,pct_meals,pct_desserts,avg_hour,pct_morning,pct_afternoon,pct_evening,pct_summer,pct_monsoon,pct_winter,profile,is_vegetarian,profile_morning_office_goer,profile_college_student,profile_family_visitor,profile_quick_lunch_person,profile_dessert_and_snack_lover,total_orders_norm,avg_order_value_norm
C00001,182,82.02898550724638,0.3333333333333333,0.04927536231884058,0.32753623188405795,0.13333333333333333,0.1565217391304348,12.057971014492754,0.4115942028985507,0.5478260869565217,0.04057971014492753,0.3072463768115942,0.09855072463768116,0.5420289855072464,morning_office_goer,True,1,0,0,0,0,1.0,0.4101449275362319
C00002,118,77.66519823788546,0.30837004405286345,0.048458149779735685,0.4008810572687225,0.1277533039647577,0.1145374449339207,12.05726872246696,0.3744493392070485,0.5726872246696035,0.05286343612334802,0.2599118942731278,0.09691629955947137,0.5947136563876652,dessert_and_snack_lover,True,0,0,0,0,1,0.6483516483516484,0.3883259911894273
C00003,105,80.3,0.385,0.03,0.34,0.095,0.15,12.03,0.37,0.625,0.005,0.265,0.07,0.605,morning_office_goer,True,1,0,0,0,0,0.5769230769230769,0.40149999999999997
C00004,80,79.60526315789474,0.35526315789473684,0.02631578947368421,0.3684210526315789,0.10526315789473684,0.14473684210526316,11.427631578947368,0.4868421052631579,0.5,0.013157894736842105,0.3157894736842105,0.10526315789473684,0.4868421052631579,dessert_and_snack_lover,True,0,0,0,0,1,0.43956043956043955,0.3980263157894737
C00005,79,76.64179104477611,0.3208955223880597,0.03731343283582089,0.3880597014925373,0.12686567164179105,0.12686567164179105,11.835820895522389,0.3880597014925373,0.582089552238806,0.029850746268656716,0.22388059701492538,0.1044776119402985,0.6044776119402985,dessert_and_snack_lover,True,0,0,0,0,1,0.4340659340659341,0.38320895522388054
C00006,64,85.53719008264463,0.45454545454545453,0.05785123966942149,0.24793388429752067,0.06611570247933884,0.17355371900826447,11.768595041322314,0.4214876033057851,0.5785123966942148,0.0,0.2892561983471074,0.09090909090909091,0.5619834710743802,morning_office_goer,True,1,0,0,0,0,0.3516483516483517,0.42768595041322316
C00007,74,76.54929577464789,0.352112676056338,0.04225352112676056,0.352112676056338,0.08450704225352113,0.16901408450704225,11.619718309859154,0.4788732394366197,0.4859154929577465,0.035211267605633804,0.2535211267605634,0.035211267605633804,0.6267605633802817,morning_office_goer,True,1,0,0,0,0,0.4065934065934066,0.3827464788732394
C00008,58,75.9090909090909,0.3,0.045454545454545456,0.38181818181818183,0.12727272727272726,0.14545454545454545,12.436363636363636,0.32727272727272727,0.6090909090909091,0.06363636363636363,0.24545454545454545,0.1,0.509090909090909,dessert_and_snack_lover,True,0,0,0,0,1,0.31868131868131866,0.3795454545454545
C00009,54,80.63063063063063,0.32432432432432434,0.036036036036036036,0.2882882882882883,0.13513513513513514,0.21621621621621623,12.045045045045045,0.44144144144144143,0.5315315315315315,0.02702702702702703,0.25225225225225223,0.06306306306306306,0.6036036036036037,morning_office_goer,True,1,0,0,0,0,0.2967032967032967,0.40315315315315314
C00010,59,79.46902654867256,0.34513274336283184,0.04424778761061947,0.35398230088495575,0.12389380530973451,0.13274336283185842,11.601769911504425,0.46017699115044247,0.5398230088495575,0.0,0.23008849557522124,0.10619469026548672,0.6637168141592921,dessert_and_snack_lover,True,0,0,0,0,1,0.3241758241758242,0.3973451327433628
C00011,43,81.68539325842697,0.3258426966292135,0.033707865168539325,0.3258426966292135,0.15730337078651685,0.15730337078651685,11.741573033707866,0.3595505617977528,0.6292134831460674,0.011235955056179775,0.3595505617977528,0.02247191011235955,0.5617977528089888,morning_office_goer,True,1,0,0,0,0,0.23626373626373626,0.4084269662921349
C00012,38,72.5,0.3235294117647059,0.058823529411764705,0.36764705882352944,0.058823529411764705,0.19117647058823528,10.794117647058824,0.6176470588235294,0.35294117647058826,0.029411764705882353,0.39705882352941174,0.04411764705882353,0.5,morning_office_goer,True,1,0,0,0,0,0.2087912087912088,0.3625
C00013,39,77.46268656716418,0.22388059701492538,0.07462686567164178,0.40298507462686567,0.14925373134328357,0.14925373134328357,11.597014925373134,0.40298507462686567,0.5970149253731343,0.0,0.34328358208955223,0.1791044776119403,0.43283582089552236,dessert_and_snack_lover,True,0,0,0,0,1,0.21428571428571427,0.3873134328358209
C00014,40,77.6056338028169,0.39436619718309857,0.014084507042253521,0.4084507042253521,0.08450704225352113,0.09859154929577464,11.366197183098592,0.43661971830985913,0.5492957746478874,0.014084507042253521,0.323943661971831,0.08450704225352113,0.5633802816901409,dessert_and_snack_lover,True,0,0,0,0,1,0.21978021978021978,0.3880281690140845
C00015,31,86.78571428571429,0.35714285714285715,0.017857142857142856,0.32142857142857145,0.16071428571428573,0.14285714285714285,12.053571428571429,0.39285714285714285,0.6071428571428571,0.0,0.42857142857142855,0.05357142857142857,0.4642857142857143,morning_office_goer,True,1,0,0,0,0,0.17032967032967034,0.43392857142857144
C00016,32,76.61971830985915,0.3380281690140845,0.056338028169014086,0.352112676056338,0.056338028169014086,0.19718309859154928,11.577464788732394,0.4647887323943662,0.5352112676056338,0.0,0.23943661971830985,0.15492957746478872,0.5774647887323944,dessert_and_snack_lover,True,0,0,0,0,1,0.17582417582417584,0.38309859154929576
C00017,32,80.56603773584905,0.33962264150943394,0.018867924528301886,0.37735849056603776,0.09433962264150944,0.16981132075471697,11.867924528301886,0.39622641509433965,0.5660377358490566,0.03773584905660377,0.33962264150943394,0.05660377358490566,0.5094339622641509,dessert_and_snack_lover,True,0,0,0,0,1,0.17582417582417584,0.40283018867924525
C00018,40,81.25,0.4305555555555556,0.013888888888888888,0.3611111111111111,0.1111111111111111,0.08333333333333333,10.98611111111111,0.5694444444444444,0.4166666666666667,0.013888888888888888,0.3055555555555556,0.1388888888888889,0.4305555555555556,morning_office_goer,True,1,0,0,0,0,0.21978021978021978,0.40625
C00019,27,78.90625,0.28125,0.09375,0.359375,0.09375,0.171875,11.71875,0.3125,0.6875,0.0,0.375,0.0,0.59375,dessert_and_snack_lover,True,0,0,0,0,1,0.14835164835164835,0.39453125
C00020,41,83.58974358974359,0.38461538461538464,0.05128205128205128,0.28205128205128205,0.11538461538461539,0.16666666666666666,12.346153846153847,0.358974358974359,0.6282051282051282,0.01282051282051282,0.46153846153846156,0.19230769230769232,0.32051282051282054,morning_office_goer,True,1,0,0,0,0,0.22527472527472528,0.41794871794871796
C00021,36,72.61538461538461,0.23076923076923078,0.015384615384615385,0.46153846153846156,0.12307692307692308,0.16923076923076924,11.076923076923077,0.4461538461538462,0.5538461538461539,0.0,0.3230769230769231,0.09230769230769231,0.5846153846153846,dessert_and_snack_lover,True,0,0,0,0,1,0.1978021978021978,0.3630769230769231
C00022,33,77.65625,0.359375,0.03125,0.359375,0.0625,0.1875,12.21875,0.328125,0.59375,0.078125,0.109375,0.03125,0.84375,dessert_and_snack_lover,True,0,0,0,0,1,0.1813186813186813,0.38828125
C00023,30,85.86206896551724,0.43103448275862066,0.034482758620689655,0.3103448275862069,0.13793103448275862,0.08620689655172414,11.862068965517242,0.3448275862068966,0.6551724137931034,0.0,0.41379310344827586,0.017241379310344827,0.4827586206896552,morning_office_goer,True,1,0,0,0,0,0.16483516483516483,0.4293103448275862
C00024,24,84.31372549019608,0.3137254901960784,0.0392156862745098,0.3333333333333333,0.11764705882352941,0.19607843137254902,11.294117647058824,0.5882352941176471,0.4117647058823529,0.0,0.21568627450980393,0.0784313725490196,0.6078431372549019,morning_office_goer,True,1,0,0,0,0,0.13186813186813187,0.4215686274509804
C00025,28,73.01886792452831,0.32075471698113206,0.0,0.41509433962264153,0.09433962264150944,0.16981132075471697,11.60377358490566,0.39622641509433965,0.6037735849056604,0.0,0.2641509433962264,0.1320754716981132,0.5283018867924528,dessert_and_snack_lover,True,0,0,0,0,1,0.15384615384615385,0.36509433962264154
C00026,23,75.88235294117646,0.4117647058823529,0.0,0.4117647058823529,0.0392156862745098,0.13725490196078433,10.588235294117647,0.6666666666666666,0.3333333333333333,0.0,0.5686274509803921,0.09803921568627451,0.27450980392156865,morning_office_goer,True,1,0,0,0,0,0.12637362637362637,0.37941176470588234
C00027,21,79.33333333333333,0.3333333333333333,0.06666666666666667,0.4,0.1,0.1,11.666666666666666,0.4,0.6,0.0,0.23333333333333334,0.13333333333333333,0.6,dessert_and_snack_lover,True,0,0,0,0,1,0.11538461538461539,0.39666666666666667
C00028,20,79.34782608695652,0.34782608695652173,0.0,0.34782608695652173,0.10869565217391304,0.1956521739130435,11.91304347826087,0.391304347826087,0.6086956521739131,0.0,0.41304347826086957,0.2391304347826087,0.34782608695652173,dessert_and_snack_lover,True,0,0,0,0,1,0.10989010989010989,0.3967391304347826
C00029,24,70.22222222222223,0.24444444444444444,0.022222222222222223,0.4222222222222222,0.044444444444444446,0.26666666666666666,11.911111111111111,0.4444444444444444,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.5333333333333333,dessert_and_snack_lover,True,0,0,0,0,1,0.13186813186813187,0.35111111111111115
C00030,23,80.23255813953489,0.3953488372093023,0.046511627906976744,0.32558139534883723,0.06976744186046512,0.16279069767441862,11.534883720930232,0.5581395348837209,0.37209302325581395,0.06976744186046512,0.20930232558139536,0.06976744186046512,0.5581395348837209,morning_office_goer,True,1,0,0,0,0,0.12637362637362637,0.40116279069767447
C00031,26,81.03448275862068,0.3620689655172414,0.06896551724137931,0.3448275862068966,0.05172413793103448,0.1724137931034483,12.431034482758621,0.3448275862068966,0.5517241379310345,0.10344827586206896,0.25862068965517243,0.13793103448275862,0.603448275862069,morning_office_goer,True,1,0,0,0,0,0.14285714285714285,0.4051724137931034
C00032,21,79.73684210526316,0.39473684210526316,0.0,0.3684210526315789,0.07894736842105263,0.15789473684210525,10.736842105263158,0.5526315789473685,0.4473684210526316,0.0,0.23684210526315788,0.02631578947368421,0.7368421052631579,morning_office_goer,True,1,0,0,0,0,0.11538461538461539,0.3986842105263158
